v -2.047117 -0.488002 1.818707 
v -0.313295 0.614615 1.464849
v -2.047117 0.518737 1.818707 
v -0.313295 -0.583880 1.464849 
v 3.129609 0.015367 1.314988 
v -0.313295 0.614615 1.464849 
v -2.047117 -0.488002 1.818707
v -0.313295 -0.583880 1.464849
v -0.313295 0.614615 1.464849 
v -1.680084 -0.581447 1.357440
v -0.838252 -0.897840 1.337587
v -0.313295 -0.583880 1.464849 
v -0.313295 -0.583880 1.464849
v -0.323605 -0.583880 1.187744
v -1.680084 -0.581447 1.357440 
v -1.680084 0.612181 1.357440 
v -0.838252 0.928575 1.337587 
v -0.313295 0.614615 1.464849 
v -0.313295 0.614615 1.464849
v -0.323605 0.614615 1.187744 
v -1.680084 0.612181 1.357440 
v -0.302236 -0.284256 1.762089 
v -0.302236 0.314991 1.762089 
v 3.129609 0.015367 1.314988 
v -0.313295 0.614615 1.464849 
v 3.129609 0.015367 1.314988 
v -0.302236 0.314991 1.762089 
v -0.302236 -0.284256 1.762089 
v 3.129609 0.015367 1.314988 
v -0.313295 -0.583880 1.464849 
v -0.313295 -0.583880 1.464849 
v -0.313295 0.614615 1.464849 
v -0.323605 0.614615 1.187744 
v -0.323605 0.614615 1.187744 
v -0.323605 -0.583880 1.187744 
v -0.313295 -0.583880 1.464849 
v -1.680084 -0.581447 1.357440 
v -0.323605 -0.583880 1.187744 
v -0.323605 0.614615 1.187744 
v -0.323605 0.614615 1.187744 
v -1.680084 0.612181 1.357440 
v -1.680084 -0.581447 1.357440 
v -0.313295 0.614615 1.464849 
v -0.838252 0.928575 1.337587 
v -2.047117 0.518737 1.818707 
v -2.047117 0.518737 1.818707 
v -1.236543 0.566676 1.502717 
v -0.313295 0.614615 1.464849 
v -2.047117 -0.488002 1.818707 
v -1.236543 -0.535941 1.502717 
v -0.313295 -0.583880 1.464849 
v -0.313295 -0.583880 1.464849 
v -0.838252 -0.897840 1.337587 
v -2.047117 -0.488002 1.818707 
v -0.838252 -0.897840 1.337587 
v -1.680084 -0.581447 1.357440 
v -2.047117 -0.488002 1.818707 
v -0.838252 0.928575 1.337587 
v -1.680084 0.612181 1.357440 
v -2.047117 0.518737 1.818707 
v -2.047117 -0.488002 1.818707 
v -2.047117 0.518737 1.818707 
v -0.302236 0.314991 1.762089 
v -0.302236 0.314991 1.762089 
v -0.302236 -0.284256 1.762089 
v -2.047117 -0.488002 1.818707 
v -0.302236 0.314991 1.762089 
v -2.047117 0.518737 1.818707 
v -1.236543 0.566676 1.502717 
v -1.236543 0.566676 1.502717 
v -0.313295 0.614615 1.464849 
v -0.302236 0.314991 1.762089 
v -2.047117 -0.488002 1.818707 
v -0.302236 -0.284256 1.762089 
v -0.313295 -0.583880 1.464849 
v -0.313295 -0.583880 1.464849 
v -1.236543 -0.535941 1.502717 
v -2.047117 -0.488002 1.818707 
v -2.047117 -0.488002 1.818707 
v -1.680084 -0.581447 1.357440 
v -1.680084 0.612181 1.357440 
v -1.680084 0.612181 1.357440 
v -2.047117 0.518737 1.818707 
v -2.047117 -0.488002 1.818707 
v -0.963028 1.950684 1.464849 
v -0.313295 0.614615 1.464849 
v -1.236543 0.566676 1.502717 
v -2.047117 0.518737 1.818707 
v -1.754688 2.004936 1.517418 
v -1.236543 0.566676 1.502717 
v -1.754688 2.004936 1.517418 
v -1.358858 1.977810 1.491134 
v -0.963028 1.950684 1.464849 
v -1.754688 2.004936 1.517418 
v -0.963028 1.950684 1.464849 
v -1.236543 0.566676 1.502717 
v -0.313295 -0.583880 1.464849 
v -0.963028 -1.919949 1.464849 
v -1.358858 -1.947350 1.491134 
v -1.754688 -1.974752 1.517418 
v -2.047117 -0.488002 1.818707 
v -1.358858 -1.947350 1.491134 
v -1.236543 -0.535941 1.502717 
v -0.313295 -0.583880 1.464849 
v -1.358858 -1.947350 1.491134 
v -2.047117 -0.488002 1.818707 
v -1.236543 -0.535941 1.502717 
v -1.358858 -1.947350 1.491134 
v -0.963028 1.950684 1.464849 
v -1.754688 2.004936 1.331779 
v -0.963028 1.950684 1.279210 
v -1.358858 1.977810 1.491134 
v -1.754688 2.004936 1.517418 
v -1.754688 2.004936 1.331779 
v -0.963028 1.950684 1.464849 
v -1.358858 1.977810 1.491134 
v -1.754688 2.004936 1.331779 
v -1.754688 -1.974752 1.517418 
v -0.963028 -1.919949 1.279210 
v -1.754688 -1.974752 1.331779 
v -1.358858 -1.947350 1.491134 
v -0.963028 -1.919949 1.464849 
v -0.963028 -1.919949 1.279210 
v -1.754688 -1.974752 1.517418 
v -1.358858 -1.947350 1.491134 
v -0.963028 -1.919949 1.279210 
v -0.963028 1.950684 1.464849 
v -0.963028 1.950684 1.279210 
v -0.313295 0.614615 1.464849 
v -1.754688 2.004936 1.517418 
v -2.047117 0.518737 1.818707 
v -1.754688 2.004936 1.331779 
v -0.963028 -1.919949 1.464849 
v -0.313295 -0.583880 1.464849 
v -0.963028 -1.919949 1.279210 
v -1.754688 -1.974752 1.517418 
v -1.754688 -1.974752 1.331779 
v -2.047117 -0.488002 1.818707 
v -0.838252 0.928575 1.337587 
v -0.313295 0.614615 1.464849 
v -0.963028 1.950684 1.279210 
v -1.680084 0.612181 1.357440 
v -0.963028 1.950684 1.279210 
v -1.754688 2.004936 1.331779 
v -1.754688 2.004936 1.331779 
v -2.047117 0.518737 1.818707 
v -1.680084 0.612181 1.357440 
v -0.963028 1.950684 1.279210 
v -1.680084 0.612181 1.357440 
v -0.838252 0.928575 1.337587 
v -0.323605 0.614615 1.187744 
v -0.313295 0.614615 1.464849 
v -0.838252 0.928575 1.337587 
v -0.323605 0.614615 1.187744 
v -0.838252 0.928575 1.337587 
v -1.680084 0.612181 1.357440 
v -0.313295 -0.583880 1.464849 
v -0.323605 -0.583880 1.187744 
v -0.838252 -0.897840 1.337587 
v -0.313295 -0.583880 1.464849 
v -0.838252 -0.897840 1.337587 
v -0.963028 -1.919949 1.279210 
v -1.680084 -0.581447 1.357440 
v -0.838252 -0.897840 1.337587 
v -0.963028 -1.919949 1.279210 
v -2.047117 -0.488002 1.818707 
v -1.754688 -1.974752 1.331779 
v -0.963028 -1.919949 1.279210 
v -0.963028 -1.919949 1.279210 
v -1.680084 -0.581447 1.357440 
v -2.047117 -0.488002 1.818707 
v -0.544751 3.074975 1.099176 
v -1.754688 2.004936 1.517418 
v -0.963028 1.950684 1.464849 
v -0.963028 1.950684 1.464849 
v -0.963028 1.950684 1.279210 
v -0.544751 3.074975 1.099176 
v -1.754688 2.004936 1.331779 
v -0.963028 1.950684 1.279210 
v -0.544751 3.074975 1.099176 
v -0.544751 3.074975 1.099176 
v -1.754688 2.004936 1.517418 
v -1.754688 2.004936 1.331779 
v -0.544751 -3.044240 1.099176 
v -1.754688 -1.974752 1.517418 
v -0.963028 -1.919949 1.464849 
v -1.754688 -1.974752 1.331779 
v -1.754688 -1.974752 1.517418 
